Region,Satellite,Image Type,Date,Cloud Cover,Product ID,Bands,Values,Processing,basename,metadata_path,image_path
Filchner_East,SENTINEL2,RAW (unprocessed),2020-11-14,22.966096%,S2B_MSIL2A_20201114T100059_N0214_R093_T24CVU_20201114T122102,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_East_2020-11-14_S2_RAW,../data/raw/raw_images/metadata/Filchner_East_2020-11-14_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_East_2020-11-14_S2_RAW.tif
Thwaites_East,SENTINEL2,RAW (unprocessed),2018-12-21,0.01417%,S2B_MSIL2A_20181221T152259_N0211_R039_T13CDS_20181221T202759,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Thwaites_East_2018-12-21_S2_RAW,../data/raw/raw_images/metadata/Thwaites_East_2018-12-21_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Thwaites_East_2018-12-21_S2_RAW.tif
Cook_Front,SENTINEL2,RAW (unprocessed),2018-12-19,0.008758%,S2B_MSIL2A_20181219T230339_N0211_R015_T55DFD_20181220T002634,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Cook_Front_2018-12-19_S2_RAW,../data/raw/raw_images/metadata/Cook_Front_2018-12-19_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Cook_Front_2018-12-19_S2_RAW.tif
Wilkins_South,SENTINEL2,RAW (unprocessed),2021-11-08,60.437962%,S2B_MSIL2A_20211108T135009_N0301_R081_T18DWH_20211108T172407,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_South_2021-11-08_S2_RAW,../data/raw/raw_images/metadata/Wilkins_South_2021-11-08_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_South_2021-11-08_S2_RAW.tif
Larsen_B_Remnant,SENTINEL2,RAW (unprocessed),2024-11-07,10.894796%,S2B_MSIL2A_20241107T125859_N0511_R009_T21DVH_20241107T161948,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_B_Remnant_2024-11-07_S2_RAW,../data/raw/raw_images/metadata/Larsen_B_Remnant_2024-11-07_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_B_Remnant_2024-11-07_S2_RAW.tif
Dotson_Front,SENTINEL2,RAW (unprocessed),2019-11-01,64.395349%,S2B_MSIL2A_20191101T161339_N0213_R111_T12CVC_20191101T195716,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Dotson_Front_2019-11-01_S2_RAW,../data/raw/raw_images/metadata/Dotson_Front_2019-11-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Dotson_Front_2019-11-01_S2_RAW.tif
Larsen_C_North,SENTINEL2,RAW (unprocessed),2023-11-26,72.826684%,S2B_MSIL2A_20231126T130859_N0509_R052_T20DNL_20231126T145123,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_North_2023-11-26_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_North_2023-11-26_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_North_2023-11-26_S2_RAW.tif
Thwaites_East,SENTINEL2,RAW (unprocessed),2024-11-23,2.085139%,S2B_MSIL2A_20241123T150229_N0511_R096_T13CDS_20241123T181137,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Thwaites_East_2024-11-23_S2_RAW,../data/raw/raw_images/metadata/Thwaites_East_2024-11-23_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Thwaites_East_2024-11-23_S2_RAW.tif
Dotson_Front,SENTINEL2,RAW (unprocessed),2018-02-14,17.287233%,S2A_MSIL2A_20180214T161341_N0500_R111_T12CVC_20230803T184208,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Dotson_Front_2018-02-14_S2_RAW,../data/raw/raw_images/metadata/Dotson_Front_2018-02-14_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Dotson_Front_2018-02-14_S2_RAW.tif
Larsen_C_North,SENTINEL2,RAW (unprocessed),2022-12-08,76.237357%,S2B_MSIL2A_20221208T125859_N0509_R009_T20DPL_20221208T145125,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_North_2022-12-08_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_North_2022-12-08_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_North_2022-12-08_S2_RAW.tif
McMurdo_Sound,SENTINEL2,RAW (unprocessed),2019-11-09,28.791547%,S2B_MSIL2A_20191109T203629_N0213_R085_T58CDU_20191109T215908,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,McMurdo_Sound_2019-11-09_S2_RAW,../data/raw/raw_images/metadata/McMurdo_Sound_2019-11-09_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/McMurdo_Sound_2019-11-09_S2_RAW.tif
Dotson_Front,SENTINEL2,RAW (unprocessed),2022-11-02,51.190275%,S2B_MSIL2A_20221102T160339_N0400_R068_T12CVD_20221102T203606,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Dotson_Front_2022-11-02_S2_RAW,../data/raw/raw_images/metadata/Dotson_Front_2022-11-02_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Dotson_Front_2022-11-02_S2_RAW.tif
Wilkins_South,SENTINEL2,RAW (unprocessed),2019-11-29,40.974465%,S2B_MSIL2A_20191129T134959_N0213_R081_T18DWG_20191129T172109,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_South_2019-11-29_S2_RAW,../data/raw/raw_images/metadata/Wilkins_South_2019-11-29_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_South_2019-11-29_S2_RAW.tif
Larsen_C_North,SENTINEL2,RAW (unprocessed),2022-12-11,39.631534%,S2B_MSIL2A_20221211T130859_N0509_R052_T20DNL_20221211T145923,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_North_2022-12-11_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_North_2022-12-11_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_North_2022-12-11_S2_RAW.tif
Mertz_Front,SENTINEL2,RAW (unprocessed),2024-11-26,70.860034%,S2B_MSIL2A_20241126T233509_N0511_R001_T54DXL_20241127T002526,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Mertz_Front_2024-11-26_S2_RAW,../data/raw/raw_images/metadata/Mertz_Front_2024-11-26_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Mertz_Front_2024-11-26_S2_RAW.tif
Thwaites_East,SENTINEL2,RAW (unprocessed),2020-11-07,34.413838%,S2B_MSIL2A_20201107T151259_N0214_R139_T13CDS_20201107T184450,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Thwaites_East_2020-11-07_S2_RAW,../data/raw/raw_images/metadata/Thwaites_East_2020-11-07_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Thwaites_East_2020-11-07_S2_RAW.tif
Ninnis_Front,SENTINEL2,RAW (unprocessed),2024-11-23,72.491729%,S2B_MSIL2A_20241123T232349_N0511_R101_T55DEF_20241124T003927,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ninnis_Front_2024-11-23_S2_RAW,../data/raw/raw_images/metadata/Ninnis_Front_2024-11-23_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ninnis_Front_2024-11-23_S2_RAW.tif
Ross_North_West,SENTINEL2,RAW (unprocessed),2022-11-04,76.289916%,S2B_MSIL2A_20221104T200529_N0400_R099_T59CNP_20221104T214451,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_North_West_2022-11-04_S2_RAW,../data/raw/raw_images/metadata/Ross_North_West_2022-11-04_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_North_West_2022-11-04_S2_RAW.tif
Pine_Island_East,SENTINEL2,RAW (unprocessed),2019-11-06,4.123752%,S2B_MSIL2A_20191106T152309_N0213_R039_T14CMC_20191106T184847,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Pine_Island_East_2019-11-06_S2_RAW,../data/raw/raw_images/metadata/Pine_Island_East_2019-11-06_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Pine_Island_East_2019-11-06_S2_RAW.tif
Moscow_Uni_Front,SENTINEL2,RAW (unprocessed),2022-11-18,15.042251%,S2B_MSIL2A_20221118T025609_N0400_R003_T46DEM_20221118T045323,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Moscow_Uni_Front_2022-11-18_S2_RAW,../data/raw/raw_images/metadata/Moscow_Uni_Front_2022-11-18_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Moscow_Uni_Front_2022-11-18_S2_RAW.tif
Totten_Front,SENTINEL2,RAW (unprocessed),2024-11-13,4.307407%,S2B_MSIL2A_20241113T013539_N0511_R088_T50DMM_20241113T025412,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Front_2024-11-13_S2_RAW,../data/raw/raw_images/metadata/Totten_Front_2024-11-13_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Front_2024-11-13_S2_RAW.tif
Ronne_North,SENTINEL2,RAW (unprocessed),2020-11-07,73.239725%,S2B_MSIL2A_20201107T115259_N0214_R137_T21CVN_20201107T135036,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ronne_North_2020-11-07_S2_RAW,../data/raw/raw_images/metadata/Ronne_North_2020-11-07_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ronne_North_2020-11-07_S2_RAW.tif
Wilkins_North,SENTINEL2,RAW (unprocessed),2023-12-11,54.868644%,S2B_MSIL2A_20231211T140139_N0509_R124_T18DWH_20231211T172200,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_North_2023-12-11_S2_RAW,../data/raw/raw_images/metadata/Wilkins_North_2023-12-11_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_North_2023-12-11_S2_RAW.tif
Dotson_Front,SENTINEL2,RAW (unprocessed),2020-11-09,20.026749%,S2B_MSIL2A_20201109T155329_N0214_R025_T12CVC_20201109T195856,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Dotson_Front_2020-11-09_S2_RAW,../data/raw/raw_images/metadata/Dotson_Front_2020-11-09_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Dotson_Front_2020-11-09_S2_RAW.tif
Filchner_West,SENTINEL2,RAW (unprocessed),2020-11-15,18.759238%,S2B_MSIL2A_20201115T093009_N0214_R107_T23CNP_20201115T125541,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_West_2020-11-15_S2_RAW,../data/raw/raw_images/metadata/Filchner_West_2020-11-15_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_West_2020-11-15_S2_RAW.tif
McMurdo_Sound,SENTINEL2,RAW (unprocessed),2019-11-08,30.70539%,S2B_MSIL2A_20191108T210529_N0213_R071_T58CDU_20191108T222540,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,McMurdo_Sound_2019-11-08_S2_RAW,../data/raw/raw_images/metadata/McMurdo_Sound_2019-11-08_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/McMurdo_Sound_2019-11-08_S2_RAW.tif
Wilkins_North,SENTINEL2,RAW (unprocessed),2021-11-05,31.595114%,S2B_MSIL2A_20211105T133939_N0301_R038_T18DWH_20211105T153406,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_North_2021-11-05_S2_RAW,../data/raw/raw_images/metadata/Wilkins_North_2021-11-05_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_North_2021-11-05_S2_RAW.tif
Thwaites_Front,SENTINEL2,RAW (unprocessed),2020-11-01,26.019402%,S2B_MSIL2A_20201101T145259_N0214_R053_T13CDS_20201101T181527,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Thwaites_Front_2020-11-01_S2_RAW,../data/raw/raw_images/metadata/Thwaites_Front_2020-11-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Thwaites_Front_2020-11-01_S2_RAW.tif
Crosson_Front,SENTINEL2,RAW (unprocessed),2023-11-05,71.552539%,S2B_MSIL2A_20231105T152309_N0509_R039_T12CWC_20231105T181430,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Crosson_Front_2023-11-05_S2_RAW,../data/raw/raw_images/metadata/Crosson_Front_2023-11-05_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Crosson_Front_2023-11-05_S2_RAW.tif
Ross_East_Front,SENTINEL2,RAW (unprocessed),2019-11-07,22.869051%,S2B_MSIL2A_20191107T181509_N0213_R055_T01CEP_20191107T212742,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_East_Front_2019-11-07_S2_RAW,../data/raw/raw_images/metadata/Ross_East_Front_2019-11-07_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_East_Front_2019-11-07_S2_RAW.tif
Crosson_Front,SENTINEL2,RAW (unprocessed),2018-12-18,15.109248%,S2B_MSIL2A_20181218T151259_N0211_R139_T12CWC_20181218T182944,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Crosson_Front_2018-12-18_S2_RAW,../data/raw/raw_images/metadata/Crosson_Front_2018-12-18_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Crosson_Front_2018-12-18_S2_RAW.tif
Totten_Front,SENTINEL2,RAW (unprocessed),2022-11-24,78.679252%,S2B_MSIL2A_20221124T013539_N0400_R088_T50DMM_20221124T024706,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Front_2022-11-24_S2_RAW,../data/raw/raw_images/metadata/Totten_Front_2022-11-24_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Front_2022-11-24_S2_RAW.tif
Larsen_C_North,SENTINEL2,RAW (unprocessed),2019-11-14,29.407838%,S2B_MSIL2A_20191114T125859_N0213_R009_T20DNL_20191114T144212,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_North_2019-11-14_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_North_2019-11-14_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_North_2019-11-14_S2_RAW.tif
Wilkins_South,SENTINEL2,RAW (unprocessed),2019-01-13,52.056807%,S2B_MSIL2A_20190113T135009_N0211_R081_T18DWG_20190113T172318,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_South_2019-01-13_S2_RAW,../data/raw/raw_images/metadata/Wilkins_South_2019-01-13_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_South_2019-01-13_S2_RAW.tif
Ross_East_Front,SENTINEL2,RAW (unprocessed),2022-11-04,50.610209%,S2B_MSIL2A_20221104T182459_N0400_R098_T02CMU_20221104T213737,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_East_Front_2022-11-04_S2_RAW,../data/raw/raw_images/metadata/Ross_East_Front_2022-11-04_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_East_Front_2022-11-04_S2_RAW.tif
Filchner_East,SENTINEL2,RAW (unprocessed),2019-11-04,3.2571%,S2B_MSIL2A_20191104T094019_N0213_R007_T24CWU_20191104T122709,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_East_2019-11-04_S2_RAW,../data/raw/raw_images/metadata/Filchner_East_2019-11-04_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_East_2019-11-04_S2_RAW.tif
Totten_Front,SENTINEL2,RAW (unprocessed),2019-11-27,30.220951%,S2B_MSIL2A_20191127T012539_N0213_R045_T50DMM_20191127T025029,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Front_2019-11-27_S2_RAW,../data/raw/raw_images/metadata/Totten_Front_2019-11-27_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Front_2019-11-27_S2_RAW.tif
Ross_North_East,SENTINEL2,RAW (unprocessed),2022-11-04,76.289916%,S2B_MSIL2A_20221104T200529_N0400_R099_T59CNP_20221104T214451,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_North_East_2022-11-04_S2_RAW,../data/raw/raw_images/metadata/Ross_North_East_2022-11-04_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_North_East_2022-11-04_S2_RAW.tif
Totten_Front,SENTINEL2,RAW (unprocessed),2021-11-06,1.441307%,S2B_MSIL2A_20211106T012539_N0301_R045_T50DMM_20211112T150211,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Front_2021-11-06_S2_RAW,../data/raw/raw_images/metadata/Totten_Front_2021-11-06_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Front_2021-11-06_S2_RAW.tif
Ninnis_Front,SENTINEL2,RAW (unprocessed),2022-11-14,53.812993%,S2B_MSIL2A_20221114T232349_N0400_R101_T55DEF_20221115T003510,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ninnis_Front_2022-11-14_S2_RAW,../data/raw/raw_images/metadata/Ninnis_Front_2022-11-14_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ninnis_Front_2022-11-14_S2_RAW.tif
Filchner_East,SENTINEL2,RAW (unprocessed),2020-11-15,2.997083%,S2B_MSIL2A_20201115T093009_N0214_R107_T24CVU_20201115T125541,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_East_2020-11-15_S2_RAW,../data/raw/raw_images/metadata/Filchner_East_2020-11-15_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_East_2020-11-15_S2_RAW.tif
Filchner_West,SENTINEL2,RAW (unprocessed),2020-11-14,25.863863%,S2B_MSIL2A_20201114T100059_N0214_R093_T23CNP_20201114T122102,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_West_2020-11-14_S2_RAW,../data/raw/raw_images/metadata/Filchner_West_2020-11-14_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_West_2020-11-14_S2_RAW.tif
Thwaites_East,SENTINEL2,RAW (unprocessed),2022-11-14,72.629046%,S2B_MSIL2A_20221114T150219_N0400_R096_T13CDS_20221114T182011,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Thwaites_East_2022-11-14_S2_RAW,../data/raw/raw_images/metadata/Thwaites_East_2022-11-14_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Thwaites_East_2022-11-14_S2_RAW.tif
Totten_Shelf,SENTINEL2,RAW (unprocessed),2020-11-11,10.41005%,S2B_MSIL2A_20201111T012549_N0214_R045_T50DNM_20201111T025815,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Shelf_2020-11-11_S2_RAW,../data/raw/raw_images/metadata/Totten_Shelf_2020-11-11_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Shelf_2020-11-11_S2_RAW.tif
Pine_Island_East,SENTINEL2,RAW (unprocessed),2019-11-07,60.466499%,S2B_MSIL2A_20191107T145259_N0213_R053_T14CMB_20191107T194505,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Pine_Island_East_2019-11-07_S2_RAW,../data/raw/raw_images/metadata/Pine_Island_East_2019-11-07_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Pine_Island_East_2019-11-07_S2_RAW.tif
Larsen_C_Central,SENTINEL2,RAW (unprocessed),2020-11-18,72.306676%,S2B_MSIL2A_20201118T125909_N0214_R009_T20DNL_20201118T144141,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_Central_2020-11-18_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_Central_2020-11-18_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_Central_2020-11-18_S2_RAW.tif
Shackleton_Front,SENTINEL2,RAW (unprocessed),2020-11-05,46.072472%,S2B_MSIL2A_20201105T024559_N0214_R103_T46DFN_20201105T062942,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Shackleton_Front_2020-11-05_S2_RAW,../data/raw/raw_images/metadata/Shackleton_Front_2020-11-05_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Shackleton_Front_2020-11-05_S2_RAW.tif
George_VI_North,SENTINEL2,RAW (unprocessed),2022-11-01,40.51576%,S2B_MSIL2A_20221101T130859_N0400_R052_T18DXG_20221101T163514,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,George_VI_North_2022-11-01_S2_RAW,../data/raw/raw_images/metadata/George_VI_North_2022-11-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/George_VI_North_2022-11-01_S2_RAW.tif
Larsen_B_Remnant,SENTINEL2,RAW (unprocessed),2019-01-08,5.313702%,S2B_MSIL2A_20190108T125859_N0211_R009_T20DPN_20190108T163907,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_B_Remnant_2019-01-08_S2_RAW,../data/raw/raw_images/metadata/Larsen_B_Remnant_2019-01-08_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_B_Remnant_2019-01-08_S2_RAW.tif
Shackleton_Front,SENTINEL2,RAW (unprocessed),2019-11-14,9.173491%,S2B_MSIL2A_20191114T025609_N0213_R003_T46DFN_20191114T061244,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Shackleton_Front_2019-11-14_S2_RAW,../data/raw/raw_images/metadata/Shackleton_Front_2019-11-14_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Shackleton_Front_2019-11-14_S2_RAW.tif
Wilkins_South,SENTINEL2,RAW (unprocessed),2020-11-23,52.732904%,S2B_MSIL2A_20201123T135009_N0214_R081_T18DWG_20201123T180055,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_South_2020-11-23_S2_RAW,../data/raw/raw_images/metadata/Wilkins_South_2020-11-23_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_South_2020-11-23_S2_RAW.tif
McMurdo_Sound,SENTINEL2,RAW (unprocessed),2020-11-03,41.253828%,S2B_MSIL2A_20201103T203629_N0214_R085_T58CDU_20201103T215423,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,McMurdo_Sound_2020-11-03_S2_RAW,../data/raw/raw_images/metadata/McMurdo_Sound_2020-11-03_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/McMurdo_Sound_2020-11-03_S2_RAW.tif
Larsen_B_Remnant,SENTINEL2,RAW (unprocessed),2023-11-03,78.592229%,S2B_MSIL2A_20231103T125909_N0509_R009_T20DPN_20231103T163255,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_B_Remnant_2023-11-03_S2_RAW,../data/raw/raw_images/metadata/Larsen_B_Remnant_2023-11-03_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_B_Remnant_2023-11-03_S2_RAW.tif
Larsen_C_South,SENTINEL2,RAW (unprocessed),2021-11-23,1.953753%,S2B_MSIL2A_20211123T125859_N0301_R009_T20DNK_20211123T145708,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_South_2021-11-23_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_South_2021-11-23_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_South_2021-11-23_S2_RAW.tif
Pine_Island_Front,SENTINEL2,RAW (unprocessed),2024-11-03,55.632561%,S2B_MSIL2A_20241103T150219_N0511_R096_T13CES_20241103T181217,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Pine_Island_Front_2024-11-03_S2_RAW,../data/raw/raw_images/metadata/Pine_Island_Front_2024-11-03_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Pine_Island_Front_2024-11-03_S2_RAW.tif
Moscow_Uni_Front,SENTINEL2,RAW (unprocessed),2020-11-08,23.505227%,S2B_MSIL2A_20201108T025609_N0214_R003_T46DEM_20201108T043600,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Moscow_Uni_Front_2020-11-08_S2_RAW,../data/raw/raw_images/metadata/Moscow_Uni_Front_2020-11-08_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Moscow_Uni_Front_2020-11-08_S2_RAW.tif
