Region,Satellite,Image Type,Date,Cloud Cover,Product ID,Bands,Values,Processing,basename,metadata_path,image_path
Ninnis_Front,SENTINEL2,RAW (unprocessed),2024-11-17,41.353485%,S2B_MSIL2A_20241117T230339_N0511_R015_T55DEF_20241118T001142,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ninnis_Front_2024-11-17_S2_RAW,../data/raw/raw_images/metadata/Ninnis_Front_2024-11-17_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ninnis_Front_2024-11-17_S2_RAW.tif
Cook_Front,SENTINEL2,RAW (unprocessed),2020-12-15,8.422461%,S2B_MSIL2A_20201215T225329_N0214_R115_T55DFD_20201216T003203,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Cook_Front_2020-12-15_S2_RAW,../data/raw/raw_images/metadata/Cook_Front_2020-12-15_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Cook_Front_2020-12-15_S2_RAW.tif
Totten_Shelf,SENTINEL2,RAW (unprocessed),2024-12-07,13.956074%,S2B_MSIL2A_20241207T011539_N0511_R002_T50DNM_20241207T022736,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Shelf_2024-12-07_S2_RAW,../data/raw/raw_images/metadata/Totten_Shelf_2024-12-07_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Shelf_2024-12-07_S2_RAW.tif
Filchner_East,SENTINEL2,RAW (unprocessed),2021-11-09,50.750455%,S2B_MSIL2A_20211109T100059_N0301_R093_T24CVU_20211109T121324,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_East_2021-11-09_S2_RAW,../data/raw/raw_images/metadata/Filchner_East_2021-11-09_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_East_2021-11-09_S2_RAW.tif
Larsen_C_Central,SENTINEL2,RAW (unprocessed),2024-11-10,14.597473%,S2B_MSIL2A_20241110T130859_N0511_R052_T20DNK_20241110T144524,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_Central_2024-11-10_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_Central_2024-11-10_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_Central_2024-11-10_S2_RAW.tif
George_VI_South,SENTINEL2,RAW (unprocessed),2018-12-15,77.895951%,S2B_MSIL2A_20181215T131859_N0211_R095_T18DXF_20181215T150211,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,George_VI_South_2018-12-15_S2_RAW,../data/raw/raw_images/metadata/George_VI_South_2018-12-15_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/George_VI_South_2018-12-15_S2_RAW.tif
Ninnis_Front,SENTINEL2,RAW (unprocessed),2018-12-15,0.954066%,S2B_MSIL2A_20181215T232349_N0211_R101_T55DEE_20181216T004746,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ninnis_Front_2018-12-15_S2_RAW,../data/raw/raw_images/metadata/Ninnis_Front_2018-12-15_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ninnis_Front_2018-12-15_S2_RAW.tif
Thwaites_East,SENTINEL2,RAW (unprocessed),2023-11-11,76.411217%,S2B_MSIL2A_20231111T154319_N0509_R125_T13CDT_20231111T190321,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Thwaites_East_2023-11-11_S2_RAW,../data/raw/raw_images/metadata/Thwaites_East_2023-11-11_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Thwaites_East_2023-11-11_S2_RAW.tif
Filchner_West,SENTINEL2,RAW (unprocessed),2021-11-08,10.920972%,S2B_MSIL2A_20211108T103159_N0301_R079_T23CNP_20211108T124958,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_West_2021-11-08_S2_RAW,../data/raw/raw_images/metadata/Filchner_West_2021-11-08_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_West_2021-11-08_S2_RAW.tif
Wilkins_North,SENTINEL2,RAW (unprocessed),2023-11-22,76.084822%,S2B_MSIL2A_20231122T132919_N0509_R138_T18DWH_20231122T153852,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_North_2023-11-22_S2_RAW,../data/raw/raw_images/metadata/Wilkins_North_2023-11-22_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_North_2023-11-22_S2_RAW.tif
Crosson_Front,SENTINEL2,RAW (unprocessed),2019-11-03,7.446045%,S2B_MSIL2A_20191103T151259_N0213_R139_T12CWC_20191103T182900,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Crosson_Front_2019-11-03_S2_RAW,../data/raw/raw_images/metadata/Crosson_Front_2019-11-03_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Crosson_Front_2019-11-03_S2_RAW.tif
McMurdo_Sound,SENTINEL2,RAW (unprocessed),2018-12-13,63.097967%,S2B_MSIL2A_20181213T210519_N0211_R071_T58CDU_20181213T221546,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,McMurdo_Sound_2018-12-13_S2_RAW,../data/raw/raw_images/metadata/McMurdo_Sound_2018-12-13_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/McMurdo_Sound_2018-12-13_S2_RAW.tif
George_VI_South,SENTINEL2,RAW (unprocessed),2021-11-03,74.96082%,S2B_MSIL2A_20211103T125909_N0301_R009_T18DXF_20211103T150815,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,George_VI_South_2021-11-03_S2_RAW,../data/raw/raw_images/metadata/George_VI_South_2021-11-03_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/George_VI_South_2021-11-03_S2_RAW.tif
Filchner_East,SENTINEL2,RAW (unprocessed),2023-11-02,73.93747%,S2B_MSIL2A_20231102T101119_N0509_R136_T24CVU_20231102T114825,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_East_2023-11-02_S2_RAW,../data/raw/raw_images/metadata/Filchner_East_2023-11-02_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_East_2023-11-02_S2_RAW.tif
Thwaites_East,SENTINEL2,RAW (unprocessed),2022-11-20,78.004587%,S2B_MSIL2A_20221120T152309_N0400_R039_T13CDS_20221120T181946,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Thwaites_East_2022-11-20_S2_RAW,../data/raw/raw_images/metadata/Thwaites_East_2022-11-20_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Thwaites_East_2022-11-20_S2_RAW.tif
Filchner_East,SENTINEL2,RAW (unprocessed),2021-11-08,11.330968%,S2B_MSIL2A_20211108T103159_N0301_R079_T24CVU_20211108T124958,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_East_2021-11-08_S2_RAW,../data/raw/raw_images/metadata/Filchner_East_2021-11-08_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_East_2021-11-08_S2_RAW.tif
Pine_Island_East,SENTINEL2,RAW (unprocessed),2022-11-30,11.198399%,S2B_MSIL2A_20221130T152259_N0400_R039_T14CMC_20221130T181430,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Pine_Island_East_2022-11-30_S2_RAW,../data/raw/raw_images/metadata/Pine_Island_East_2022-11-30_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Pine_Island_East_2022-11-30_S2_RAW.tif
Larsen_C_South,SENTINEL2,RAW (unprocessed),2022-12-28,35.948643%,S2B_MSIL2A_20221228T125909_N0509_R009_T20DNK_20221228T144835,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_South_2022-12-28_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_South_2022-12-28_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_South_2022-12-28_S2_RAW.tif
Larsen_B_Remnant,SENTINEL2,RAW (unprocessed),2020-12-08,70.927104%,S2B_MSIL2A_20201208T125859_N0214_R009_T20DPN_20201208T144542,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_B_Remnant_2020-12-08_S2_RAW,../data/raw/raw_images/metadata/Larsen_B_Remnant_2020-12-08_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_B_Remnant_2020-12-08_S2_RAW.tif
Dotson_Front,SENTINEL2,RAW (unprocessed),2024-11-01,11.208858%,S2B_MSIL2A_20241101T160329_N0511_R068_T12CVC_20241102T021759,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Dotson_Front_2024-11-01_S2_RAW,../data/raw/raw_images/metadata/Dotson_Front_2024-11-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Dotson_Front_2024-11-01_S2_RAW.tif
Ronne_North,SENTINEL2,RAW (unprocessed),2021-11-02,37.698746%,S2B_MSIL2A_20211102T115259_N0301_R137_T20CNT_20211102T140126,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ronne_North_2021-11-02_S2_RAW,../data/raw/raw_images/metadata/Ronne_North_2021-11-02_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ronne_North_2021-11-02_S2_RAW.tif
Wilkins_North,SENTINEL2,RAW (unprocessed),2024-11-25,73.388255%,S2B_MSIL2A_20241125T140139_N0511_R124_T18DWH_20241125T171831,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_North_2024-11-25_S2_RAW,../data/raw/raw_images/metadata/Wilkins_North_2024-11-25_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_North_2024-11-25_S2_RAW.tif
Shackleton_Front,SENTINEL2,RAW (unprocessed),2023-11-13,45.449784%,S2B_MSIL2A_20231113T025609_N0509_R003_T46DFN_20231113T045156,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Shackleton_Front_2023-11-13_S2_RAW,../data/raw/raw_images/metadata/Shackleton_Front_2023-11-13_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Shackleton_Front_2023-11-13_S2_RAW.tif
Larsen_B_Remnant,SENTINEL2,RAW (unprocessed),2022-11-04,50.05064%,S2B_MSIL2A_20221104T131909_N0400_R095_T20DPN_20221104T165001,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_B_Remnant_2022-11-04_S2_RAW,../data/raw/raw_images/metadata/Larsen_B_Remnant_2022-11-04_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_B_Remnant_2022-11-04_S2_RAW.tif
Filchner_West,SENTINEL2,RAW (unprocessed),2023-11-02,45.899132%,S2B_MSIL2A_20231102T101119_N0509_R136_T23CNP_20231102T114825,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_West_2023-11-02_S2_RAW,../data/raw/raw_images/metadata/Filchner_West_2023-11-02_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_West_2023-11-02_S2_RAW.tif
Larsen_C_South,SENTINEL2,RAW (unprocessed),2020-11-24,65.478803%,S2B_MSIL2A_20201124T131909_N0214_R095_T20DNK_20201124T152143,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_South_2020-11-24_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_South_2020-11-24_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_South_2020-11-24_S2_RAW.tif
Larsen_C_North,SENTINEL2,RAW (unprocessed),2022-12-24,79.731661%,S2B_MSIL2A_20221224T131909_N0509_R095_T20DNL_20221224T150144,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_North_2022-12-24_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_North_2022-12-24_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_North_2022-12-24_S2_RAW.tif
Thwaites_East,SENTINEL2,RAW (unprocessed),2021-11-02,26.779446%,S2B_MSIL2A_20211102T151259_N0301_R139_T13CDS_20211102T183610,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Thwaites_East_2021-11-02_S2_RAW,../data/raw/raw_images/metadata/Thwaites_East_2021-11-02_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Thwaites_East_2021-11-02_S2_RAW.tif
Thwaites_Front,SENTINEL2,RAW (unprocessed),2021-11-05,64.590347%,S2B_MSIL2A_20211105T152309_N0301_R039_T13CDS_20211105T190438,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Thwaites_Front_2021-11-05_S2_RAW,../data/raw/raw_images/metadata/Thwaites_Front_2021-11-05_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Thwaites_Front_2021-11-05_S2_RAW.tif
Larsen_C_North,SENTINEL2,RAW (unprocessed),2019-11-20,2.422032%,S2B_MSIL2A_20191120T131909_N0213_R095_T20DNL_20191120T145340,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_North_2019-11-20_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_North_2019-11-20_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_North_2019-11-20_S2_RAW.tif
Fimbul_Front,SENTINEL2,RAW (unprocessed),2019-11-05,0.000676%,S2B_MSIL2A_20191105T091009_N0213_R021_T30DWG_20191105T124033,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Fimbul_Front_2019-11-05_S2_RAW,../data/raw/raw_images/metadata/Fimbul_Front_2019-11-05_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Fimbul_Front_2019-11-05_S2_RAW.tif
George_VI_South,SENTINEL2,RAW (unprocessed),2021-11-02,72.074485%,S2B_MSIL2A_20211102T132929_N0301_R138_T18DXF_20211102T153415,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,George_VI_South_2021-11-02_S2_RAW,../data/raw/raw_images/metadata/George_VI_South_2021-11-02_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/George_VI_South_2021-11-02_S2_RAW.tif
Crosson_Front,SENTINEL2,RAW (unprocessed),2019-11-02,41.533276%,S2B_MSIL2A_20191102T154319_N0213_R125_T12CWC_20191102T190050,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Crosson_Front_2019-11-02_S2_RAW,../data/raw/raw_images/metadata/Crosson_Front_2019-11-02_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Crosson_Front_2019-11-02_S2_RAW.tif
Larsen_C_North,SENTINEL2,RAW (unprocessed),2023-11-13,76.194221%,S2B_MSIL2A_20231113T125859_N0509_R009_T20DNL_20231113T143949,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_North_2023-11-13_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_North_2023-11-13_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_North_2023-11-13_S2_RAW.tif
Moscow_Uni_Front,SENTINEL2,RAW (unprocessed),2018-12-19,5.725362%,S2B_MSIL2A_20181219T025609_N0211_R003_T46DEM_20181219T061200,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Moscow_Uni_Front_2018-12-19_S2_RAW,../data/raw/raw_images/metadata/Moscow_Uni_Front_2018-12-19_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Moscow_Uni_Front_2018-12-19_S2_RAW.tif
Filchner_West,SENTINEL2,RAW (unprocessed),2021-11-09,24.634933%,S2B_MSIL2A_20211109T100059_N0301_R093_T23CNP_20211109T121324,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_West_2021-11-09_S2_RAW,../data/raw/raw_images/metadata/Filchner_West_2021-11-09_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_West_2021-11-09_S2_RAW.tif
Ross_North_West,SENTINEL2,RAW (unprocessed),2024-11-07,39.932421%,S2B_MSIL2A_20241107T194519_N0511_R013_T59CNP_20241107T225219,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_North_West_2024-11-07_S2_RAW,../data/raw/raw_images/metadata/Ross_North_West_2024-11-07_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_North_West_2024-11-07_S2_RAW.tif
Totten_Front,SENTINEL2,RAW (unprocessed),2018-12-22,56.503994%,S2B_MSIL2A_20181222T012539_N0211_R045_T50DMM_20181222T024804,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Front_2018-12-22_S2_RAW,../data/raw/raw_images/metadata/Totten_Front_2018-12-22_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Front_2018-12-22_S2_RAW.tif
Totten_Shelf,SENTINEL2,RAW (unprocessed),2021-11-13,3.320808%,S2B_MSIL2A_20211113T011539_N0301_R002_T50DNM_20211113T024711,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Shelf_2021-11-13_S2_RAW,../data/raw/raw_images/metadata/Totten_Shelf_2021-11-13_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Shelf_2021-11-13_S2_RAW.tif
Filchner_East,SENTINEL2,RAW (unprocessed),2024-11-03,66.623569%,S2B_MSIL2A_20241103T100049_N0511_R093_T24CWU_20241103T120622,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Filchner_East_2024-11-03_S2_RAW,../data/raw/raw_images/metadata/Filchner_East_2024-11-03_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Filchner_East_2024-11-03_S2_RAW.tif
Larsen_C_North,SENTINEL2,RAW (unprocessed),2024-11-13,42.094684%,S2B_MSIL2A_20241113T131859_N0511_R095_T20DPL_20241113T145649,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_North_2024-11-13_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_North_2024-11-13_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_North_2024-11-13_S2_RAW.tif
Larsen_C_Central,SENTINEL2,RAW (unprocessed),2024-11-17,44.248101%,S2B_MSIL2A_20241117T125859_N0511_R009_T20DNK_20241117T143518,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_Central_2024-11-17_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_Central_2024-11-17_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_Central_2024-11-17_S2_RAW.tif
Thwaites_Front,SENTINEL2,RAW (unprocessed),2023-11-11,76.411217%,S2B_MSIL2A_20231111T154319_N0509_R125_T13CDT_20231111T190321,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Thwaites_Front_2023-11-11_S2_RAW,../data/raw/raw_images/metadata/Thwaites_Front_2023-11-11_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Thwaites_Front_2023-11-11_S2_RAW.tif
Larsen_C_South,SENTINEL2,RAW (unprocessed),2023-11-19,58.228391%,S2B_MSIL2A_20231119T131909_N0509_R095_T20DNK_20231119T150543,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_South_2023-11-19_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_South_2023-11-19_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_South_2023-11-19_S2_RAW.tif
Cook_Front,SENTINEL2,RAW (unprocessed),2019-11-04,11.041351%,S2B_MSIL2A_20191104T230339_N0213_R015_T55DFD_20191105T004400,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Cook_Front_2019-11-04_S2_RAW,../data/raw/raw_images/metadata/Cook_Front_2019-11-04_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Cook_Front_2019-11-04_S2_RAW.tif
Larsen_C_Central,SENTINEL2,RAW (unprocessed),2021-11-03,77.344492%,S2B_MSIL2A_20211103T125909_N0301_R009_T20DNK_20211103T150815,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_Central_2021-11-03_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_Central_2021-11-03_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_Central_2021-11-03_S2_RAW.tif
Larsen_C_Central,SENTINEL2,RAW (unprocessed),2022-11-21,72.743225%,S2B_MSIL2A_20221121T130859_N0400_R052_T20DNK_20221121T145439,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Larsen_C_Central_2022-11-21_S2_RAW,../data/raw/raw_images/metadata/Larsen_C_Central_2022-11-21_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Larsen_C_Central_2022-11-21_S2_RAW.tif
Moscow_Uni_Front,SENTINEL2,RAW (unprocessed),2025-01-16,43.860868%,S2B_MSIL2A_20250116T025609_N0511_R003_T46DEM_20250116T054927,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Moscow_Uni_Front_2025-01-16_S2_RAW,../data/raw/raw_images/metadata/Moscow_Uni_Front_2025-01-16_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Moscow_Uni_Front_2025-01-16_S2_RAW.tif
McMurdo_Sound,SENTINEL2,RAW (unprocessed),2023-11-09,21.903992%,S2B_MSIL2A_20231109T200539_N0509_R099_T58CDU_20231109T215813,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,McMurdo_Sound_2023-11-09_S2_RAW,../data/raw/raw_images/metadata/McMurdo_Sound_2023-11-09_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/McMurdo_Sound_2023-11-09_S2_RAW.tif
Moscow_Uni_Front,SENTINEL2,RAW (unprocessed),2021-11-10,8.134232%,S2B_MSIL2A_20211110T024559_N0301_R103_T46DEM_20211110T063717,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Moscow_Uni_Front_2021-11-10_S2_RAW,../data/raw/raw_images/metadata/Moscow_Uni_Front_2021-11-10_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Moscow_Uni_Front_2021-11-10_S2_RAW.tif
Totten_Shelf,SENTINEL2,RAW (unprocessed),2022-11-28,15.073687%,S2B_MSIL2A_20221128T011539_N0400_R002_T50DNM_20221128T024010,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Totten_Shelf_2022-11-28_S2_RAW,../data/raw/raw_images/metadata/Totten_Shelf_2022-11-28_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Totten_Shelf_2022-11-28_S2_RAW.tif
McMurdo_Sound,SENTINEL2,RAW (unprocessed),2018-12-14,52.086764%,S2B_MSIL2A_20181214T203619_N0211_R085_T58CEU_20181214T220853,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,McMurdo_Sound_2018-12-14_S2_RAW,../data/raw/raw_images/metadata/McMurdo_Sound_2018-12-14_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/McMurdo_Sound_2018-12-14_S2_RAW.tif
Dotson_Front,SENTINEL2,RAW (unprocessed),2023-11-01,77.163392%,S2B_MSIL2A_20231101T154319_N0509_R125_T12CVC_20231101T191009,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Dotson_Front_2023-11-01_S2_RAW,../data/raw/raw_images/metadata/Dotson_Front_2023-11-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Dotson_Front_2023-11-01_S2_RAW.tif
Cook_Front,SENTINEL2,RAW (unprocessed),2020-11-15,21.416098%,S2B_MSIL2A_20201115T225339_N0214_R115_T55DFD_20201116T003543,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Cook_Front_2020-11-15_S2_RAW,../data/raw/raw_images/metadata/Cook_Front_2020-11-15_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Cook_Front_2020-11-15_S2_RAW.tif
Wilkins_South,SENTINEL2,RAW (unprocessed),2022-12-07,42.227083%,S2B_MSIL2A_20221207T132919_N0509_R138_T18DWG_20221207T151006,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Wilkins_South_2022-12-07_S2_RAW,../data/raw/raw_images/metadata/Wilkins_South_2022-12-07_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Wilkins_South_2022-12-07_S2_RAW.tif
Ross_North_East,SENTINEL2,RAW (unprocessed),2024-11-01,26.055735%,S2B_MSIL2A_20241101T192509_N0511_R070_T59CNP_20241101T220527,"B4 (Red), B3 (Green), B2 (Blue)","0-255 (8-bit, converted from 0-10000)",Minimal - divided by 40 for visibility,Ross_North_East_2024-11-01_S2_RAW,../data/raw/raw_images/metadata/Ross_North_East_2024-11-01_S2_RAW_metadata.txt,../data/raw/raw_images/raw_images/Ross_North_East_2024-11-01_S2_RAW.tif
