basename,date,cloud_cover,satellite,region,red_mean,green_mean,blue_mean,red_std,green_std,blue_std,red_green_ratio,blue_green_ratio,red_blue_ratio,brightness_mean,brightness_std,brightness_max,saturation_mean,saturation_std,hue_mean,edge_density,edge_mean,edge_std,edge_max,canny_edge_count,canny_edge_density,terminus_y,terminus_x,terminus_width,glacier_top_y,glacier_length,contrast,dissimilarity,homogeneity,energy,correlation,ASM,lbp_mean,lbp_std,local_std_3x3,local_std_5x5,local_std_7x7,entropy_mean,entropy_std,glacier_area,glacier_percentage,perimeter,eccentricity,solidity,extent,major_axis,minor_axis,orientation,centroid_y,centroid_x,bbox_height,bbox_width,bbox_area,convex_area,filled_area,red_min,red_max,red_median,red_range,red_percentile_25,red_percentile_75,red_skewness,red_kurtosis,green_min,green_max,green_median,green_range,green_percentile_25,green_percentile_75,green_skewness,green_kurtosis,blue_min,blue_max,blue_median,blue_range,blue_percentile_25,blue_percentile_75,blue_skewness,blue_kurtosis,gradient_mean,gradient_std,gradient_max,gradient_direction_mean,gradient_direction_std
Ninnis_Front_2019-11-04_S2_RAW,2019-11-04,0.138251,SENTINEL2,Ninnis_Front,205.50934239748932,205.5590542545885,212.5318016263342,67.87012254202857,66.63276523669252,66.15383238766111,0.9997581626487853,1.033920896342549,0.9669580779196132,207.86673275947066,66.87283792747861,255.0,0.08909468977921814,0.1769002591184616,-2.015390977796723,0.992993828553094,6.412419486278126,12.745389395407495,276.34129964391656,370022,0.2318817147698617,1330,530.7900552486187,1195,1,1329,203.52374478649935,5.980818204586108,0.2361609821311458,0.05772283369206549,0.9771655123450499,0.003334710799077821,20.345830387983977,8.724561563491008,4.394162241622245,5.246350277116126,5.784687861135611,3.73757760599474,0.6994175104056353,1420554,89.02186827896344,7008.055228827188,0.5768976044017874,0.955029490685428,0.8861440739570957,1527.374682890921,1247.5848046739857,-0.6549994129551221,600.1305991575981,556.4113886900906,1332,1198,1595736,1480637.0,1414854.0,0,255,229.0,255,225.0,232.0,-2.459929073335006,4.236114765764552,0,255,228.0,255,224.0,231.0,-2.466360031818153,4.269101147810634,0,255,235.0,255,231.0,238.0,-2.4777316732100414,4.310066507215123,4.422001044513793,7.593337874521723,236.93464874892777,0.09273676522517302,1.7872306041665837
Larsen_C_South_2018-12-25_S2_RAW,2018-12-25,5.751748,SENTINEL2,Larsen_C_South,135.49864647875944,140.50592043354388,142.38968964807145,111.47650944348017,115.05379625227579,116.29576002610271,0.9643625411695788,1.0134070451167732,0.9516043388644292,139.46475218679166,114.23570253568917,255.0,0.031219972520519234,0.03968725989098697,-0.8823011388159714,0.5547866558576124,5.822215480001923,12.826513265575118,285.0986671312232,152659,0.09948348534651968,1157,635.3483606557377,1277,1,1156,201.92270561274185,5.063425623069829,0.5595438508179793,0.40177521235392505,0.9922172848963501,0.16142724730987007,20.375702827471333,7.020590135391336,3.031073944733827,4.2847063149764235,5.193064500259437,2.3244615801046455,2.1725592848021638,926953,60.40686444455451,4371.259197546795,0.7799624253975337,0.9984220469659141,0.6248335040983607,1470.0450090781492,919.992896040946,0.7304647675720571,695.0479700696799,447.50343760686894,1159,1280,1483520,928418.0,926953.0,0,255,201.0,255,0.0,234.0,-0.3366656284898051,-1.7870796417767414,0,255,212.0,255,0.0,243.0,-0.36240249789226897,-1.7975129612798837,0,255,218.0,255,0.0,245.0,-0.3766003392624704,-1.8022643872265525,3.322605301760881,7.751679495779775,281.00019770653387,-0.02256768205518995,1.332446700184725
Ninnis_Front_2020-11-15_S2_RAW,2020-11-15,10.407006,SENTINEL2,Ninnis_Front,108.43737560598996,110.41120586362656,112.56114607930134,113.4034235167395,114.99113518826724,116.72127685694893,0.9821229173044919,1.0194721196889047,0.9633641747881418,110.46990918297259,115.01244696983372,255.0,0.020042180667831845,0.035102367807667595,-0.7851353189305414,0.4066023452500915,2.0638830875073384,10.213821057958237,285.0986671312232,89841,0.056300666275624536,1330,311.5845070422535,626,1,1329,111.54911935701342,1.915750451779834,0.7231113090653847,0.5213864732593005,0.9957566259605054,0.2718449510592785,21.466683085422652,5.843301906761738,1.108467828236782,1.6118248096094427,2.0483141576394464,1.400086714854753,1.7645717108016665,777978,48.75355321932952,3972.5249993622774,0.8982206737423833,0.9982626146494691,0.9300438974005854,1537.5709890101634,675.8313154555229,0.04027827221047447,681.9580527984082,292.06895053587635,1332,628,836496,779332.0,777978.0,0,255,0.0,255,0.0,230.0,0.1544081087402468,-1.86894677856817,0,255,0.0,255,0.0,234.0,0.1338496566572722,-1.8934125010309095,0,255,0.0,255,0.0,238.0,0.1117094793592318,-1.919751290897713,1.1801374193990817,5.629214372693015,283.08636295111233,0.0612269474651518,1.1188429005051872
Wilkins_North_2024-11-02_S2_RAW,2024-11-02,21.212381,SENTINEL2,Wilkins_North,222.5237235699359,225.29072544066602,230.96350012676493,39.78539157255333,38.577782356590774,37.36309362279651,0.9877180835322152,1.0251797967932348,0.9634583968796231,226.25931637912228,38.45148992870843,255.0,0.05312556274093418,0.10528842289041161,-2.1720832115752757,0.9932094434388417,5.236345659258651,10.24119860505498,251.05679415002675,231036,0.19459973029816288,941,669.5553047404063,1256,1,940,144.12970386214124,4.79226148990694,0.28928113058014254,0.05290373664688775,0.955372471693956,0.002819132466320014,19.105343751921477,8.709912403915977,3.0181421642262074,3.9423302803726763,4.580764599619006,3.505735138910842,0.7559602836658079,1150753,96.92698256540186,5045.065150626205,0.6167296836072707,0.960239769328159,0.9601621243273247,1405.934767097791,1106.7167152329105,-1.5512578436844962,472.54187939716127,652.58205256417,943,1259,1187237,1187141.0,1140818.0,5,255,232.0,250,224.0,237.0,-4.495830637527861,20.814345487308838,11,255,234.0,244,228.0,238.0,-4.693327576269384,22.341807962810112,20,255,238.0,235,233.0,242.0,-4.849373516258851,23.568209940186737,3.215545435463297,6.051926462722439,177.7754513736672,0.030338708308398774,1.7734051116769045
Pine_Island_Front_2024-11-13_S2_RAW,2024-11-13,17.942728,SENTINEL2,Pine_Island_Front,2.8428547280921332,3.3869563271992384,4.398003166893288,22.12666701216141,22.54049483428494,23.54608641715006,0.8393538189962514,1.2985119209967075,0.6463966987171731,3.54260474072822,22.66317123246017,255.0,0.07725981704226033,0.23334000131774627,-0.2600457839696141,0.10406997988997904,0.8781824518856735,8.806309453073613,285.0986671312232,14168,0.01760931872021716,681,769.6540880503145,813,466,215,78.97188948640623,0.7750378181652345,0.9638383056443284,0.8896531960157036,0.9213315795727913,0.7914829400770526,23.647937914971152,2.5868313326152563,0.5189830969645468,0.724097135094896,0.8897721197165378,0.18633877531032708,0.7223476538642147,9808,1.2190301948608828,431.3624817342638,0.5326196740816672,0.8170933113129645,0.5231297911710283,105.38894905837128,89.1964326480844,0.3562690050931126,514.1118409971366,1141.1583291224524,117,97,11349,7266.0,5937.0,0,255,0.0,255,0.0,0.0,9.417034155967531,90.48114053386925,0,255,0.0,255,0.0,0.0,9.140208232652736,85.88591799271099,0,255,0.0,255,0.0,0.0,8.48973593005742,76.44292252664675,0.5371758745882532,5.368950009891675,183.4354261192629,0.02201293739765285,0.5549102416023048
Larsen_B_Remnant_2019-11-20_S2_RAW,2019-11-20,5.399455,SENTINEL2,Larsen_B_Remnant,230.2978471279594,233.5655735359053,236.29886175936676,30.48488998319859,29.23333253435401,30.02202121713582,0.9860093833240277,1.0117024447652176,0.9746041322974467,233.3874274744104,29.853643903381485,255.0,0.02909770702805172,0.03261876572196913,-1.7316441991241545,0.9991652629455793,20.82371152852597,27.92535565112226,284.91287654688796,305741,0.20833742184135498,1126,662.4914285714286,1298,1,1125,1094.6980611139882,17.84273780379502,0.1142552012847123,0.033280166829314575,0.3845542741258896,0.0011124867243556622,19.67272447271875,9.361738658459275,13.202180791656449,16.351235109913315,18.188048360709715,4.68206783053912,0.5963249886590221,1414907,96.41431032321019,34770.809214308865,0.4917098192067829,0.9627039484084801,0.9627039484084801,1493.400828215508,1300.3923983867826,1.5000551137050284,558.5377156629235,662.2002250857344,1128,1301,1467528,1467528.0,1451730.0,0,255,241.0,255,227.0,246.0,-3.3464599893339195,15.34973897918934,0,255,243.0,255,231.0,248.0,-3.7807746781395726,19.408600169111796,0,255,246.0,255,235.0,252.0,-3.8156771024953753,19.291503211584573,13.53556274793302,17.925889663567208,230.33043895914216,-0.011860564529987641,1.8077991819352337
Moscow_Uni_Front_2020-11-18_S2_RAW,2020-11-18,18.490383,SENTINEL2,Moscow_Uni_Front,163.90053864348218,168.91557081274823,168.12552572734023,104.57501920482997,104.74807366711404,100.58073005017849,0.9703104210865054,0.9953228403888039,0.9748700438813351,166.98054506119018,103.2625952349689,255.0,0.1749545431591154,0.24731954793522518,0.21950085675126738,0.9513959524040169,8.188388225026067,19.747622869137267,273.6833379006556,165221,0.16672014756692177,835,575.7248062015503,1181,1,834,443.02402988956754,7.289988392447682,0.40300409693753264,0.08323068650879104,0.9792073559317228,0.006955339614894713,19.46911427556589,8.112003551995137,4.835328725154603,6.32680702696757,7.404268840400929,3.046298435070191,1.4858329633874032,658867,66.48452888372243,6842.5345930157655,0.45390350255358086,0.9188338548466976,0.863100146963978,1002.6508152991076,893.4128573342907,0.6118247045749368,433.49312240932346,394.047540589499,837,904,756648,710752.0,654044.0,0,255,232.0,255,24.0,246.0,-0.6646213305518874,-1.4286861383905538,0,255,238.0,255,27.0,251.0,-0.6962647879521614,-1.392755462772896,0,255,234.0,255,32.0,246.0,-0.7019058572887228,-1.3804330474918678,5.0448675930887905,12.173888213268617,172.77232931745112,0.02946550471428239,1.768354228004451
Ross_North_West_2020-11-04_S2_RAW,2020-11-04,18.845276,SENTINEL2,Ross_North_West,21.259527513124635,22.27532882151123,22.35922613260743,66.76835018610029,69.71792830264725,69.92917905363461,0.9543979208288464,1.0037663781158106,0.9508167852923077,21.964694155747765,68.7902554042681,255.0,0.004993741933212845,0.02058642974561059,0.003154610045606221,0.06849272108032842,0.5620014519458707,10.549116321538495,285.0986671312232,3996,0.006265954977953121,150,2.5,553,1,149,113.12695367896121,0.5516503725916709,0.9647100968815662,0.9070771555294174,0.9878362991064509,0.8227890069692129,23.447012224570823,2.6396939408987303,0.2800175592416832,0.49858338578710165,0.7089780869822632,0.1807685497463671,0.6862196450783662,59411,9.315982262141462,1358.4507934888322,0.9771530704908117,0.9953925543678585,0.7076444804421363,625.669962882,132.97787038924474,-1.4881707388429741,55.940819040245074,239.38275740182794,151,556,83956,59686.0,59411.0,0,255,0.0,255,0.0,0.0,2.864210677372868,6.337816839125148,0,255,0.0,255,0.0,0.0,2.830359352406223,6.074739893156194,0,255,0.0,255,0.0,0.0,2.8234914722239166,6.02312852349367,0.29252604804602683,5.677877470262144,180.31222920256963,0.018236230219477883,0.4625437445546744
Shackleton_Front_2019-12-01_S2_RAW,2019-12-01,15.216525,SENTINEL2,Shackleton_Front,250.41644794559613,250.39840050567707,250.64588438086346,32.7150337357703,32.327915141618035,31.707563950186138,1.000072074900569,1.0009883604471375,0.9990846191792297,250.48691094404558,32.24681919384201,255.0,0.015481212335019309,0.11054913760262865,-0.14483348068208127,0.5590474235717439,0.37545456946507927,5.3358953210078335,278.9726440192857,85918,0.07802938521366853,905,1066.4432989690722,1211,1,904,30.734219066595173,0.2797233118969089,0.9422207776607182,0.8642794539401537,0.9849453319007856,0.7469793620301748,23.594068829477486,2.6658850689740885,0.25203336015027883,0.34113628700373744,0.41530698703493657,0.2790156670632872,0.5361165749115172,1082399,98.30178603539376,4273.56349186104,0.6656965680416245,0.9942726389218047,0.9830178603539376,1385.8083711027748,1034.1214427244422,1.5017686480881574,459.66527223325227,597.1628262775557,907,1214,1101098,1088634.0,1082399.0,0,255,255.0,255,255.0,255.0,-7.458598196459422,53.729959425106365,0,255,255.0,255,255.0,255.0,-7.464444388765188,53.809884593474806,0,255,255.0,255,255.0,255.0,-7.469339488792833,53.87602249632387,0.24228220423057956,2.9186200654428265,171.86331778480246,0.1924809656467533,1.2206785647884741
Ninnis_Front_2020-11-14_S2_RAW,2020-11-14,20.755577,SENTINEL2,Ninnis_Front,196.879930640156,199.50544325627797,199.65571811377322,88.91686495142632,89.21879316847995,87.8411860967472,0.986839894825085,1.0007532368788663,0.9860971301000554,198.68036400340227,88.63747638803422,255.0,0.06851403786765639,0.1832927496669629,0.9217240077881163,0.8961714218392015,4.986974003083461,13.220428528982929,285.0986671312232,297952,0.1867176024104238,1330,680.8534798534798,1195,1,1329,203.90043145895936,4.567395058799849,0.3723821349609413,0.10689107065057914,0.9869192999156948,0.011432595342676362,20.66955436237573,8.178863379278186,3.227365277835684,4.032296134441798,4.603892316397062,3.048812023322773,1.2972485907980693,1319494,82.68874049341494,5458.442963730867,0.5080909210241659,0.9588053111492859,0.8268504313996802,1440.857702851509,1241.0156961979944,-0.18902292828052814,584.9076741180884,611.6327587186939,1332,1198,1595736,1376124.0,1319888.0,0,255,237.0,255,230.0,240.0,-1.6993005465985893,0.9414497207752226,0,255,239.0,255,233.0,243.0,-1.7055259049825233,0.9610706572513172,0,255,239.0,255,232.0,242.0,-1.7088432506274385,0.9819314238722381,3.2806697787875376,7.67828879528553,272.88525264497366,0.10331988935973262,1.6930356092023424
Moscow_Uni_Front_2019-11-11_S2_RAW,2019-11-11,2.437703,SENTINEL2,Moscow_Uni_Front,155.1882759775905,159.37010902031062,165.0569056960186,93.61180515901249,92.13194727704003,90.68859613373,0.9737602423156746,1.0356829565504009,0.9402107432166642,159.87176356463996,92.07967732143723,255.0,0.1494339802976944,0.18543505316324713,-2.358100109587373,0.996731610642901,12.447374641801838,19.564687563170448,235.08727693726382,203109,0.2049519277341858,835,590.1018867924528,1181,1,834,483.5520169222582,10.660339260657983,0.3057084988072098,0.07672401751247084,0.9719725189305252,0.0058945367858717,20.02415318544351,8.67463460003165,7.265718970011186,9.200440701560773,10.364819519316791,3.6166568352854513,1.4452072162937148,632884,63.8626529755562,4885.544514814783,0.662905611622977,0.9705713540307853,0.7945280513375218,1070.5007725303906,801.4871169258048,-0.8736031731197244,370.62898895378805,393.6860589405377,837,951,795987,651610.0,633168.0,0,255,223.0,255,41.0,233.0,-0.56153344990927,-1.5183842480448417,1,255,226.0,254,47.0,234.0,-0.6189112386536143,-1.4480547878131247,5,255,230.0,250,55.0,238.0,-0.6362770009997655,-1.4225222344089383,7.690964225494911,12.020801901894158,158.78225831482416,-0.003610907622848381,1.838309406433588
Totten_Shelf_2024-11-27_S2_RAW,2024-11-27,29.595485,SENTINEL2,Totten_Shelf,237.4111027877196,238.6410491172581,241.26974200569074,34.18005549434548,32.768369067328486,31.616897090689466,0.9948460403849733,1.011015258682675,0.9840069492925536,239.10729797022285,32.83921810916617,255.0,0.024863988243805694,0.06671611496509812,-2.0762366180435334,0.9977107590624779,9.83148618613538,25.308716850845766,278.39445436686094,307535,0.18960994121219407,1195,645.9544159544159,1352,1,1194,690.7409931139255,8.45687349422371,0.32879860532471733,0.08884576084033842,0.6794753646037665,0.007926431190143775,19.989723385955664,8.701871925999962,5.813697838735146,7.898432121584405,9.386725159301893,3.323739059081224,1.008171174739156,1589598,98.00627028826679,17122.34180237642,0.47634251305472375,0.9803201157553176,0.9799671380172449,1569.173690164269,1379.711357793504,-1.5394719733107085,593.5359575650086,675.4391148345678,1197,1355,1621935,1621351.0,1618648.0,0,255,246.0,255,241.0,248.0,-5.262310719713166,28.875624267606696,0,255,246.0,255,242.0,249.0,-5.373442990452177,29.971222063868375,0,255,249.0,255,245.0,251.0,-5.3681125127166505,29.89452183075607,6.008854765171916,15.23970921653045,277.9446887422028,-0.04366516979449595,1.7931141064269311
Ross_North_East_2020-11-04_S2_RAW,2020-11-04,18.845276,SENTINEL2,Ross_North_East,33.45543173129345,33.701275942988914,33.60646233970289,85.58322022939643,86.1852303618753,85.94936759922275,0.9927051957258052,0.9971866464775357,0.9955059057694817,33.58772333799509,85.90370012018143,255.0,0.0009866483436156745,0.006461268991133663,0.0690932169998871,0.02789432157962284,0.49691103523610497,10.545502111467146,285.0986671312232,2218,0.003755362990203548,191,2.5,516,1,190,112.89881064683952,0.4852861246606854,0.9853076380732037,0.8736680753559178,0.9922423615464503,0.7632960064776912,23.8566951451182,1.5531048578025766,0.25381590380897856,0.451990100854469,0.6414449688009414,0.0677220262261942,0.3959778093327315,78342,13.264321342584598,1369.9655121145938,0.953004038670753,0.9967429196671671,0.7861873795761078,593.9542035573951,179.94293500021476,-1.4843807683381234,76.81289729646933,235.61568507314084,192,519,99648,78598.0,78342.0,0,255,0.0,255,0.0,0.0,2.1693284510253354,2.7118434254642896,0,255,0.0,255,0.0,0.0,2.1666880862187115,2.6956493649262274,0,255,0.0,255,0.0,0.0,2.167349611129676,2.6997466010941737,0.260435827831172,5.6757684874092895,180.31222920256963,-0.0034619117034375333,0.287014968443099
Crosson_Front_2021-12-02_S2_RAW,2021-12-02,0.07532,SENTINEL2,Crosson_Front,16.987115522541483,17.380717450229724,17.282762785298445,61.356826157071104,62.731414492410394,62.364296275714544,0.9773541035395652,0.9943641759719523,0.982893518442159,17.216865252689878,62.14921789986739,255.0,0.0017301807532357162,0.007727565878926984,0.13134176984371515,0.06478197228459588,0.7593496017360144,8.922798599349528,285.0986671312232,8729,0.008529395095964246,233,1211.0,619,1,232,86.98869377727458,0.7312281839303814,0.9531888085119653,0.9283392387290199,0.9885590841751476,0.8618138026012425,23.405497546418708,2.7516427212234276,0.378387304111438,0.6354215506756615,0.8699804319887363,0.24718453208321126,0.9355981450109734,73255,7.157988747334869,1579.4884194358183,0.9495664776326299,0.9922655974859805,0.5033047516970347,599.5589515382214,188.00117619317325,1.3644450796986758,77.75844652242168,1005.4837212476964,234,622,145548,73826.0,73255.0,0,255,0.0,255,0.0,0.0,3.354141407642147,9.315224717191674,0,255,0.0,255,0.0,0.0,3.346302657764415,9.245478445531667,0,255,0.0,255,0.0,0.0,3.3444413230087116,9.230589334424193,0.4024052183673976,5.227993787435041,277.6611143902661,-0.045961356383915845,0.45691024228204735
Moscow_Uni_Front_2018-12-26_S2_RAW,2018-12-26,17.742635,SENTINEL2,Moscow_Uni_Front,74.79288562756305,80.43322859149472,82.09343718718719,98.23539245505857,102.99159622784775,103.08689691013745,0.9298754623829548,1.0206408299736702,0.9110702169398909,79.106517135415,101.41229873557923,255.0,0.5246436078945576,0.4407501697085435,-1.4721629105989662,0.9141510462074979,6.98903925126014,24.92173433959086,281.7304907965136,140034,0.14130461106267558,835,479.41552511415523,1181,1,834,661.6281317124457,6.238592150613093,0.6105930575163199,0.22561164529141123,0.9678267638496934,0.050945608126372464,20.45550288191417,7.3379707946068615,3.9385052174548005,5.556700304601932,6.833222765254731,1.9990652484587583,1.605010810970245,344121,34.72434127676063,6078.718359199839,0.7378875041584466,0.8556373776048731,0.6218271841818566,817.6203757357513,551.8313875916363,-0.8861460820812663,255.90982041878314,272.95180006145114,712,691,491992,357551.0,307601.0,0,255,1.0,255,0.0,193.0,0.690532333754603,-1.4152113049009216,0,255,4.0,255,2.0,206.0,0.6752788743639009,-1.4513807066116227,0,255,7.0,255,3.0,210.0,0.6669785408988783,-1.4663404980792658,4.114347817086,14.67516599890317,179.13619895983553,0.16114536704874366,1.681901080960499
Ross_East_Front_2018-02-19_S2_RAW,2018-02-19,11.15228,SENTINEL2,Ross_East_Front,1.3663257814138872,2.5530959373470385,4.457548423187189,2.4293615746069004,3.7079623637629764,5.996318344892003,0.5351642926431276,1.7459384732892187,0.3065195600065516,2.792323380649372,3.9645545648006726,233.66666666666666,0.26503182447384194,0.3466446025758868,-0.9288156005203634,0.3741958604293406,0.5510077195018832,2.001856887780005,153.46488921646613,42902,0.07499825187049856,1133,290.325,501,456,677,4.812368100273329,0.5105320120632808,0.8481199984630342,0.6327968616684493,0.8596225545532392,0.40043348385805594,22.75754667505769,5.3026368461556785,0.3592585249155215,0.4656052110790037,0.536450151306877,0.708282842918626,0.9505877577441153,214553,37.50664289210545,2146.6082604829626,0.7910771623355531,0.9970166593089989,0.6251107148684241,715.2175879507427,437.5103101135302,-0.6156110889704701,896.1720973372546,301.8360824598118,681,504,343224,215195.0,214553.0,0,211,0.0,211,0.0,3.0,9.235485046181147,328.35240072288656,0,246,0.0,246,0.0,6.0,4.045749083478768,112.25133837444902,0,244,0.0,244,0.0,11.0,1.4646720675175713,17.361375623776876,0.3555982938326251,1.3298633788801155,126.11855093081623,0.08633326388414522,1.1002126852446694
Totten_Front_2024-11-03_S2_RAW,2024-11-03,4.403376,SENTINEL2,Totten_Front,139.45450454923477,140.27015131015477,140.4785174335613,118.7542403773816,119.44134472949062,119.626898510075,0.9941851723021535,1.001485463025171,0.992710537503287,140.06772443098353,119.26956574019611,255.0,0.005040804691650131,0.010117986427663705,0.16731892730723888,0.5810086516142646,2.5245863036704144,11.443848740701288,282.52721107886225,205380,0.12746546181249457,1188,1318.5833333333333,1350,1,1187,147.2519404680326,2.3378123520302005,0.6109112321787086,0.42334668664518293,0.9947946989649433,0.17922366105477727,22.065946526321017,6.790974914742421,1.6794654419852857,2.1445853813719347,2.4992097040105303,1.833167941773134,1.6099753697112362,934426,57.99349577349403,4710.331311379186,0.7933745604544356,0.9979324235712257,0.5803635866763557,1505.2755651902817,916.3120747382442,0.8296926484371604,445.76484494224263,886.5953387427148,1190,1353,1610070,936362.0,934575.0,0,255,238.0,255,0.0,241.0,-0.320544194702321,-1.893741584543101,0,255,239.0,255,0.0,243.0,-0.32077937040328336,-1.8936904212220445,0,255,239.0,255,0.0,243.0,-0.3206049629497364,-1.8938442073832384,1.6928539669550533,7.109571519241064,273.84525232733586,-0.028634851009156862,1.3666592654774368
Crosson_Front_2021-12-01_S2_RAW,2021-12-01,4.67256,SENTINEL2,Crosson_Front,169.93788364689536,173.0072063568373,173.4714813924538,107.4576452639442,108.96402569372772,109.03366832358161,0.9822589892370756,1.0026835589412308,0.9796300941382858,172.13885713206213,108.46562149801491,255.0,0.017232214927566564,0.023416845667962167,0.041906587301528186,0.5532605955431004,3.3486665777715,10.945666900127142,285.0986671312232,73160,0.07148705982595305,841,819.9791666666666,1033,1,840,145.54570629575122,3.2181784095856245,0.6163284075205141,0.3473341492736565,0.9937674803267665,0.12076360025772341,18.8067435865867,6.226596314196466,1.5726900517348925,2.5932269724010153,3.525152565110539,2.018240535372477,1.847946251515009,737074,72.02194250157807,3563.3767670841366,0.567521948277514,0.9994372797424775,0.844779113013679,1098.541657440044,904.4933568889019,0.9853492854621697,395.1140998054469,771.3801612863838,843,1035,872505,737489.0,737074.0,0,255,228.0,255,0.0,253.0,-0.8935390160413735,-1.0944482558343709,0,255,234.0,255,0.0,255.0,-0.9172356758943692,-1.0793080600141705,0,255,235.0,255,0.0,254.0,-0.9289779424539453,-1.0702675460491273,1.7579867529932212,6.3677663812242,262.73904459664067,-0.2288413496245708,1.3285750215734664
Fimbul_Front_2018-12-17_S2_RAW,2018-12-17,0.212524,SENTINEL2,Fimbul_Front,155.02194036417788,156.83869784968073,157.21156276089263,121.91315575159744,123.32416242580166,123.61080306498472,0.9884163952486846,1.0023773782632972,0.9860721288029964,156.3574003249171,122.94664671396227,255.0,0.008630363872872904,0.009967184715512278,0.24528380064689217,0.6135954669554818,2.373845866512394,15.640053496902915,284.98706110979845,103030,0.14529603556036913,1120,295.7916666666667,565,308,812,242.82472838148894,1.9872244207613374,0.7238782654397479,0.4150787135408766,0.9919090743720335,0.17231239915243027,22.79681400753627,5.612682436836954,1.3274202630800946,1.9008196916712565,2.3549658555531296,1.231527834892763,1.1254872233077602,438222,61.7993975495837,2719.338095116624,0.7298871161279045,0.9985007291286913,0.9494819494819495,924.7848121061296,632.1530251306875,0.026728824456271,725.9423579829402,274.65056295667495,814,567,461538,438880.0,438222.0,0,255,249.0,255,0.0,252.0,-0.4840921081265847,-1.763522987858965,0,255,253.0,255,0.0,255.0,-0.484970501866232,-1.7638519225316873,0,255,255.0,255,0.0,255.0,-0.4852908178682314,-1.7639628311354907,1.3766380923894606,8.046456154163819,180.31222920256963,0.1768479761572031,1.4187850506814554
Ronne_North_2018-12-28_S2_RAW,2018-12-28,27.779729,SENTINEL2,Ronne_North,14.582353448780347,15.026888594193396,15.136483246825769,56.24764306780443,57.943944522129264,58.38319411536521,0.9704173526859137,1.0072932365103173,0.9633911134372665,14.915241763266506,57.5151857941725,255.0,0.002511203007076612,0.013121916303548442,-0.06537450246887254,0.06299463299335348,0.7117521694867585,9.421592228072258,285.0986671312232,9353,0.009276956785231457,891,437.6666666666667,329,512,379,98.9304661475176,0.6905704677573764,0.9532537036485005,0.9360741688662847,0.9849526330002899,0.8762352255737899,23.40926128524485,2.866073445897837,0.3502544599326956,0.6050528343437396,0.8388361070697857,0.2444514776235954,0.942654515626884,63671,6.31533321364773,1229.0691552395617,0.6724931999395488,0.9919146284467986,0.5035589440217649,363.8694493205387,269.3009805466599,-0.17496543635754408,764.6997063027123,448.5196871417129,382,331,126442,64190.0,63671.0,0,255,0.0,255,0.0,0.0,3.6100158748023823,11.081438046713297,0,255,0.0,255,0.0,0.0,3.606040500692356,11.041430903957584,0,255,0.0,255,0.0,0.0,3.6073517261520487,11.048692962592245,0.3751600407548568,5.5643593291374085,282.63914960402934,-0.0023932779558853493,0.425710409689317
Dotson_Front_2019-11-11_S2_RAW,2019-11-11,2.920019,SENTINEL2,Dotson_Front,5.8758872973512695,7.221127208031516,10.891303124375941,21.952734156877902,22.136858724568913,22.820136434032314,0.8137077672215207,1.5082552640966551,0.5395026867029744,7.9961058765862445,22.25361577209876,255.0,0.45980617195318774,0.32275578658153276,-1.6756361091218452,0.698909826988363,1.4848145114005606,8.335484687408458,273.333866869398,152410,0.13834576911206725,901,849.0121212121212,1046,1,900,74.782438797694,1.33263483880366,0.7736305420525417,0.3535037724849454,0.9229658941741578,0.12498537076333573,21.901167329303053,6.402664989271895,0.8392142571980873,1.1799388467839234,1.4527966822928273,1.1112171512709474,1.1899980630333928,8706,0.79026196830238,430.6589462905455,0.9776509229456855,0.8629812438302074,0.32437847866419295,168.41352299694842,35.40638401845249,1.19219908520238,699.9688858384809,1037.1329215282544,77,175,13475,5065.0,4371.0,0,255,3.0,255,0.0,3.0,9.047000791469992,89.37886848424557,0,255,4.0,255,0.0,5.0,8.649534784170708,83.12630730915447,0,255,9.0,255,0.0,11.0,8.111527470652604,76.00453020822702,0.8709012332089486,4.744069123316059,253.24779257565987,0.15090355224925459,1.4790880340692716
Wilkins_North_2024-11-19_S2_RAW,2024-11-19,11.697013,SENTINEL2,Wilkins_North,223.65543442463468,225.58971207939106,229.14893319530978,52.89690852835953,52.05154501671216,50.58432291589727,0.9914256832147789,1.0157774088322102,0.9760265138738812,226.13135989977854,51.83413100395128,255.0,0.0571630186170477,0.1525876010166938,-2.3443772090308075,0.9938554812560593,5.561541056519629,18.507818938761094,242.0444461021341,242643,0.20437621132090728,941,694.2125,1256,1,940,364.32445506115283,5.013589625491339,0.3598613532198374,0.10361315841845309,0.936941338218867,0.010748745504542112,20.515980381339194,8.578837508260587,3.421824374903857,4.49384015528023,5.255644563759743,3.037793937744672,0.7891930334840914,1120668,94.39294765914472,9009.363199609263,0.6063727483562138,0.943846089702393,0.943846089702393,1385.3744711663987,1101.6228190879744,1.5177928475758429,466.7362714835053,661.6389566372084,943,1259,1187237,1187237.0,1123764.0,4,255,238.0,251,235.0,239.0,-3.7373287613153967,12.253084958730456,9,255,240.0,246,236.0,241.0,-3.738668140646345,12.283343836376833,18,255,243.0,237,239.0,245.0,-3.7365317603674693,12.280543235365208,3.5028310553233846,10.997965121670918,239.7065335409576,0.11263193369306647,1.7711569514930603
