basename,date,cloud_cover,satellite,region,red_mean,green_mean,blue_mean,red_std,green_std,blue_std,red_green_ratio,blue_green_ratio,red_blue_ratio,brightness_mean,brightness_std,brightness_max,saturation_mean,saturation_std,hue_mean,edge_density,edge_mean,edge_std,edge_max,canny_edge_count,canny_edge_density,terminus_y,terminus_x,terminus_width,glacier_top_y,glacier_length,contrast,dissimilarity,homogeneity,energy,correlation,ASM,lbp_mean,lbp_std,local_std_3x3,local_std_5x5,local_std_7x7,entropy_mean,entropy_std,glacier_area,glacier_percentage,perimeter,eccentricity,solidity,extent,major_axis,minor_axis,orientation,centroid_y,centroid_x,bbox_height,bbox_width,bbox_area,convex_area,filled_area,red_min,red_max,red_median,red_range,red_percentile_25,red_percentile_75,red_skewness,red_kurtosis,green_min,green_max,green_median,green_range,green_percentile_25,green_percentile_75,green_skewness,green_kurtosis,blue_min,blue_max,blue_median,blue_range,blue_percentile_25,blue_percentile_75,blue_skewness,blue_kurtosis,gradient_mean,gradient_std,gradient_max,gradient_direction_mean,gradient_direction_std,retreat_status
Filchner_East_2020-11-14_S2_RAW,2020-11-14,22.966096,SENTINEL2,Filchner_East,154.94473696558413,161.87433285706004,159.4343741115878,112.2910002590578,117.13865379946895,115.36225367051917,0.9571915091832957,0.9849268336585192,0.9718402184527752,158.75114797807734,114.9151007157721,255.0,0.0290172869366401,0.0275134847266172,1.5782058679911233,0.6576739033830736,5.809452378441575,16.316513843708513,280.5160175660405,155892,0.1434266467079641,1097,453.6145833333333,986,1,1096,292.9607341277949,5.249721792391255,0.4899197856485229,0.3414988578334776,0.9888401181162138,0.1166227091205707,21.563093022335774,7.430963933998603,3.831983701065896,4.741559256104197,5.349263839002883,2.5399625663387138,1.9674172131123864,715166,65.79802762139678,4415.633872589878,0.7943671862047214,0.9978136907328112,0.6579802762139678,1312.4197430486224,797.2134614423494,0.6200353253371292,668.5607481339997,371.867932759667,1099,989,1086911,716733.0,716233.0,0,255,230.0,255,0.0,242.0,-0.6383421781733938,-1.56432046272746,0,255,242.0,255,0.0,252.0,-0.6464320753478932,-1.5634625147187289,0,255,238.0,255,0.0,247.0,-0.6468488063605793,-1.563217122452203,3.8610146126296416,10.148298027138964,282.5871055483994,0.114362416362871,1.4787000665894414,stable
Thwaites_East_2018-12-21_S2_RAW,2018-12-21,0.01417,SENTINEL2,Thwaites_East,87.5355104608196,89.20213292889798,89.80892731122088,112.71112327848898,114.74930590897392,115.4491756974252,0.981316338371584,1.0068024649444862,0.9746860705437386,88.84885690031284,114.29781199035206,255.0,0.0103619810760059,0.0244930860073195,-0.6359352558328514,0.3772502925873488,2.97686168398451,14.774659459751003,285.0986671312232,59533,0.0652382121269237,761,1025.3703703703704,553,1,760,214.59836091483865,2.6238580624946244,0.7541757940922923,0.6214521861196782,0.9917374217471,0.386203195488117,22.225754700026737,5.6720354702015205,1.704752793105938,2.3725656312165473,2.8842058712392453,1.2191620749494654,1.6592733153437564,344337,37.73357675431867,3617.6662684342314,0.803357164061309,0.9953576167172048,0.8131415819489214,886.2526629195079,527.7612410033692,0.2119477884231848,352.74303952232844,964.8947048966564,763,555,423465,345943.0,344581.0,0,255,0.0,255,0.0,231.0,0.5208851324957569,-1.7147250690528657,0,255,0.0,255,0.0,236.0,0.5176884270488185,-1.7199591632971991,0,255,0.0,255,0.0,237.0,0.515393660443417,-1.723296974332718,1.764307558066674,8.799373363539432,180.31222920256965,-0.0337746097309224,1.1218280920790922,retreating
Cook_Front_2018-12-19_S2_RAW,2018-12-19,0.008758,SENTINEL2,Cook_Front,241.8407932338501,244.1433522953127,245.2674854427864,7.20051273708491,6.296632904705504,5.56442004503303,0.990568823439532,1.004604397935904,0.9860287546763544,243.75054365731637,6.299831584774439,255.0,0.0143460139760262,0.0104337230961694,-1.0892760756265722,0.9859416798272472,2.7198822841516517,4.492587984958834,128.39565586282285,302050,0.2028139469924044,1309,512.6788511749347,1133,1,1308,96.28494288187925,4.438330957343552,0.2834874033441519,0.0585586364776061,0.6391655305727986,0.0034459731231363,20.22803593107079,8.810545448303012,1.8330117842167504,2.106376916570188,2.2376741219769287,3.377690666748823,0.7128401284223281,1123758,75.45565152931319,32163.93706458272,0.663169950730687,0.7979218166325945,0.661482337963709,1474.3764015389395,1103.524806799324,0.8586188496831187,503.50427704404336,634.589692054859,1311,1136,1489296,1234636.0,1069425.0,101,255,242.0,154,239.0,246.0,-2.867162969105068,27.31856610250212,117,255,244.0,138,241.0,248.0,-2.4983207190327197,23.890846343169407,128,255,246.0,127,243.0,248.0,-2.5557692192583357,25.337067404450583,1.8747449192434504,3.2374622047567967,110.78106536969412,0.3038654990619731,1.7649945717586566,stable
Larsen_B_Remnant_2024-11-07_S2_RAW,2024-11-07,10.894796,SENTINEL2,Larsen_B_Remnant,170.70772823414612,174.34430143751942,176.75047767402052,104.53251491044296,106.13515394914327,107.26833048442144,0.9791414277754616,1.0138012898417676,0.9658119767511149,173.93416911522863,105.95015460588723,255.0,0.0293962332048523,0.0490608833586395,-1.6312058975678054,0.7385876112755599,10.939421086520753,22.619647062760723,285.0986671312232,222076,0.1513265845694256,1126,1191.867924528302,1298,1,1125,591.7119716556962,9.599822109759351,0.3815424111498404,0.2598725838429914,0.9734750786206308,0.067534838048473,20.903879857828947,7.972691234530899,6.864443760322508,8.668501571405654,9.821245149114894,3.2080331592430147,2.024173611186301,1075666,73.29781782698525,9642.39995900447,0.767054643906481,0.9890273497812736,0.7328643814632497,1536.2117601853367,985.6054669769006,1.048739899579197,448.1545784793849,755.427668459013,1128,1301,1467528,1087431.0,1082076.0,0,255,233.0,255,0.0,243.0,-0.9585188263541412,-0.9912949112459088,0,255,238.0,255,0.0,246.0,-0.9835667541530718,-0.9631761166102262,0,255,242.0,255,0.0,249.0,-0.9932960705408788,-0.9493376148320816,7.0357198506034155,13.98378417439377,264.9146613114831,0.0129670541272968,1.5452021325491736,retreating
Thwaites_East_2024-11-23_S2_RAW,2024-11-23,2.085139,SENTINEL2,Thwaites_East,89.75183442405222,91.81704743202548,92.34393149730208,115.71231238590816,118.1810429324192,118.7179460742892,0.9775073032096796,1.0057384122002624,0.9719299684200388,91.30427111779322,117.5262924252821,255.0,0.011590735821697,0.0274791781662328,-0.267243514528135,0.365145723841376,3.954332623794421,15.699457679893966,285.0986671312232,60676,0.0664907489797796,761,992.4556962025316,553,1,760,247.92109359225196,3.476836992778616,0.7342359386310866,0.6216400547313418,0.990970625104912,0.386436912609403,22.13783055795421,5.654030795796239,2.275034473129746,3.111442361429829,3.72558620025945,1.339701213681544,1.8188753660788977,345176,37.82551712348282,2996.3544725075503,0.8025142613787263,0.9977828717447672,0.815122855489828,886.1514664396559,528.7071511356975,0.2081359116375819,352.3030193292697,965.244947505041,763,555,423465,345943.0,345539.0,0,255,0.0,255,0.0,237.0,0.5291937490295011,-1.6976410378506033,0,255,0.0,255,0.0,243.0,0.5226877641591686,-1.7088587363106151,0,255,0.0,255,0.0,244.0,0.5179917909397762,-1.716339286896824,2.3777580631470254,9.376106290220983,180.31222920256965,-0.0732593308482803,1.1009476059009062,retreating
Dotson_Front_2018-02-14_S2_RAW,2018-02-14,17.287233,SENTINEL2,Dotson_Front,4.862000980338761,6.069386199008768,7.174513915364087,17.424592938930093,17.193674071596917,17.210164618496318,0.8010696338705057,1.1820822864126848,0.6776767091996448,6.035300364903874,17.2448262725329,255.0,0.3791247134793687,0.2825296543283433,-1.485108167217272,0.6913920810413376,1.1647188136654465,6.521347802991138,270.37283928350166,155024,0.1407185520033404,901,841.5344827586207,1045,1,900,42.90809265864913,0.996293138053156,0.8133715406824683,0.4101161966134224,0.9249574420970322,0.1682069417515177,22.170496341884064,5.98175253882376,0.6382256555022724,0.8882308822173058,1.0753161749897089,0.9310793845101382,1.168528832916206,4562,0.4141023546284698,288.8883476483185,0.8139568915433828,0.9560776302349336,0.5525383707201889,98.26712032540956,57.08585420088097,-0.9579743305510304,875.9810363247864,1188.0560897435898,77,88,6776,3916.0,3744.0,0,255,2.0,255,0.0,3.0,10.519792549312548,132.81396321925376,0,255,4.0,255,0.0,5.0,10.470386490587169,131.9944167730463,0,255,5.0,255,0.0,6.0,10.11014811887864,125.33635128376469,0.678467339788229,3.724217859579757,213.16920769921512,0.210600992706564,1.445260920420338,retreating
Pine_Island_East_2019-11-06_S2_RAW,2019-11-06,4.123752,SENTINEL2,Pine_Island_East,23.131154208247036,23.379575723341492,23.38801355676897,71.15422680573855,71.92393596334546,71.99407949448882,0.9893744215834774,1.0003609061784222,0.9890174790604868,23.29958116278583,71.67934702457185,255.0,0.0015358772005378,0.0113563038667831,0.0889085724144937,0.0963622669930333,0.5849551577133666,10.114046449167,285.0986671312232,12780,0.0160421766145735,676,262.5664739884393,668,452,224,111.98627456180516,0.5740817116875915,0.957591691463304,0.904274922601893,0.9889441784466912,0.8177132427080712,23.60969811083914,2.790021732361658,0.3148532907813371,0.5268857695500029,0.7281779643146851,0.2023988460738912,0.6339191977531848,76162,9.560283687943262,1674.973700810057,0.9592143406477674,0.9923516918787216,0.5022354694485842,644.0753213411026,182.06705951659515,1.3894505725184274,602.0337569916757,223.77295764291904,226,671,151646,76749.0,76162.0,0,255,0.0,255,0.0,0.0,2.7519822787461456,5.576691191184457,0,255,0.0,255,0.0,0.0,2.7527810064544664,5.582961131994056,0,255,0.0,255,0.0,0.0,2.7567634153468927,5.608672996389361,0.3195918941642112,5.785476186756268,269.745971033654,-0.0153146799219347,0.5340699703141906,retreating
Moscow_Uni_Front_2022-11-18_S2_RAW,2022-11-18,15.042251,SENTINEL2,Moscow_Uni_Front,127.08578437308276,131.48437954083116,133.8950997368336,113.26812779342364,114.08278086175204,110.88591361821916,0.966546633271528,1.0183346508864348,0.9491444020189744,130.82175455024912,112.70149108979092,255.0,0.3682487391852903,0.3868068879172252,-0.3065361021114009,0.939778488165585,5.968409592273694,18.82191507120716,269.90875515831476,152227,0.1536082453421163,835,518.0473684210526,1181,1,834,386.19976588065975,5.407730269530716,0.5917180707098836,0.1684558870400007,0.9847890407774244,0.0284073114677237,21.012254189673545,7.3587828570953535,3.5786092650681005,4.706661401709284,5.556970832386949,2.0759911104181525,1.648447210423717,544595,54.953643159288326,6305.179253956438,0.6805242016931639,0.8956697478713183,0.6757047234844509,1023.4244247580392,749.8892798858398,-0.8722609913693934,353.74826699711474,354.682621883554,837,956,800172,603660.0,542737.0,0,255,186.0,255,2.0,239.0,-0.1343232473653392,-1.9135600393920495,0,255,203.0,255,5.0,242.0,-0.1590336990950135,-1.9202132115180983,0,255,207.0,255,11.0,240.0,-0.1649467707530526,-1.9210116298662685,3.7150428631158663,11.432687960914174,242.1239352067449,0.1505593857925418,1.7352045918361756,retreating
Totten_Front_2024-11-13_S2_RAW,2024-11-13,4.307407,SENTINEL2,Totten_Front,142.17290195250922,142.44277459876122,143.3722465648002,118.39894057394515,118.6200659741785,119.40124312969893,0.9981053960293038,1.006525230700936,0.9916347505104618,142.66264103869025,118.80283196169854,255.0,0.0057775386827768,0.0094191807613371,-1.0016773767248108,0.5915339547931433,2.306329158581944,10.993983388050484,279.5830725284427,211203,0.131079403696486,1188,1321.2692307692307,1351,1,1187,137.20431687557792,2.1594984548432885,0.6132644409210258,0.4132706419942555,0.9951117099050392,0.1707939754432075,22.055274133286993,6.842165082198922,1.5551063137531511,1.966908587921112,2.2821677672980485,1.817279509516003,1.5685137985333937,951720,59.066817273438176,4598.963779011039,0.7916417364306055,0.998319560442327,0.5906681727343818,1513.5270549338766,924.7431834242846,0.8447042120408406,446.7969707476989,878.9629092590258,1190,1354,1611260,953322.0,951720.0,0,255,238.0,255,0.0,242.0,-0.3666433983837008,-1.863014654124692,0,255,238.0,255,0.0,242.0,-0.3667961480488066,-1.863054256210109,0,255,240.0,255,0.0,244.0,-0.3666293690180844,-1.863212042376476,1.5593099274271147,6.837564632588541,268.1072028540491,-0.0168297780723752,1.3712459379431798,retreating
Dotson_Front_2020-11-09_S2_RAW,2020-11-09,20.026749,SENTINEL2,Dotson_Front,30.21194742479531,26.160201877167182,21.741150627235264,35.58475931286143,36.37135839453487,36.24474244541949,1.1548820443564325,0.8310773261321042,1.389620445700315,26.037766643065925,35.777957973295294,255.0,0.3860097309611236,0.3749661263248152,0.0843140146085941,0.7160303541927636,4.781379133675501,8.604038665215608,276.90000200634,134387,0.1219859121689087,901,830.4244604316547,1046,1,900,101.9975058402452,4.2332590641861065,0.4469893368122993,0.2897916527720086,0.9596960099663256,0.0839911926038832,18.58898026614382,7.85149518471805,2.3451867782517217,3.4368242057827274,4.264518040998258,2.865419402734231,1.8846061985301157,161479,14.65778915454859,6249.459700059293,0.9796483029796406,0.7717370937260759,0.3555384550878413,1031.498489679918,207.04413455396084,0.3122930062462585,384.5188134746657,407.2428755757811,903,449,405447,186789.0,146684.0,0,255,21.0,255,0.0,42.0,1.7206100536995248,3.5079010595861906,0,255,13.0,255,0.0,34.0,2.0149997849152586,4.447231091056905,0,255,5.0,255,0.0,25.0,2.3004255423163382,5.667021853637243,2.628298005083517,4.968206567392683,222.66198847381003,0.0495173269337978,1.5649009381576695,retreating
